roman_urdu,urdu
onlne shopping aasan ho gayi hai,آن لائن شاپنگ آسان ہو گئی ہے
online meeting hai kal subah,آن لائن میٹنگ ہے کل صبح
last seen online tha ek ghante pehle,لاسٹ سین آن لائن تھا ایک گھنٹے پہلے
online nahi hoon abhi baad mein karo,آن لائن نہیں ہوں ابھی بعد میں کرو
pura din online rehta hai,پورا دن آن لائن رہتا ہے
app offline bhi kaam karti hai,ایپ آف لائن بھی کام کرتی ہے
oflline mode mein chal raha hai,آف لائن موڈ میں چل رہا ہے
internet nahi hai offline hun main,انٹرنیٹ نہیں ہے آف لائن ہوں میں
offline hoke baat karte hain,آف لائن ہو کے بات کرتے ہیں
offline event tha aaj,آف لائن ایونٹ تھا آج
ofline data sync nahi hota,آف لائن ڈیٹا سنک نہیں ہوتا
chat mein kya baat ki tumne,چیٹ میں کیا بات کی تم نے
chatt delete kar di usne,چیٹ ڈیلیٹ کر دی اس نے
group chat mein mat likhna yeh,گروپ چیٹ میں مت لکھنا یہ
chat history check karo,چیٹ ہسٹری چیک کرو
live chat se support milti hai,لائیو چیٹ سے سپورٹ ملتی ہے
chyat kar raha tha us se raat bhar,چیٹ کر رہا تھا اس سے رات بھر
chat pe bhejo message wahaan dekhta hun,چیٹ پے بھیجو میسج وہاں دیکھتا ہوں
personal chat hai kisi ko mat dikhana,پرسنل چیٹ ہے کسی کو مت دکھانا
video call karte hain abhi,ویڈیو کال کرتے ہیں ابھی
vidio dekh raha tha main,ویڈیو دیکھ رہا تھا میں
video share karo group mein,ویڈیو شیئر کرو گروپ میں
video ban gayi bahut acha,ویڈیو بن گئی بہت اچھا
video quality bahut kharab hai,ویڈیو کوالٹی بہت خراب ہے
short video bana raha hun,شارٹ ویڈیو بنا رہا ہوں
video mein sound nahi aa rahi,ویڈیو میں آواز نہیں آ رہی
reels aur videos dekhta rehta hai,ریلز اور ویڈیوز دیکھتا رہتا ہے
audio message bheja tha tune,آڈیو میسج بھیجا تھا تو نے
adio quality theek nahi hai,آڈیو کوالٹی ٹھیک نہیں ہے
audio band ho gaya call mein,آڈیو بند ہو گیا کال میں
audio file send karo,آڈیو فائل سینڈ کرو
audio recording on hai abhi,آڈیو ریکارڈنگ آن ہے ابھی
audio aur video dono theek hain,آڈیو اور ویڈیو دونوں ٹھیک ہیں
file share kar do mujhe,فائل شیئر کر دو مجھے
yeh file corrupt ho gayi,یہ فائل کرپٹ ہو گئی
file ka size bahut bara hai,فائل کا سائز بہت بڑا ہے
fael open nahi ho rahi,فائل اوپن نہیں ہو رہی
important files backup kar lo,امپارٹنٹ فائلز بیک اپ کر لو
file kahan save ki tune,فائل کہاں سیو کی تو نے
pdf file hai ya word,پی ڈی ایف فائل ہے یا ورڈ
file delete ho gayi galti se,فائل ڈیلیٹ ہو گئی غلطی سے
file rename kar do,فائل ری نیم کر دو
folder mein rakh do sab files,فولڈر میں رکھ دو سب فائلز
foldar ka naam kya rakha tune,فولڈر کا نام کیا رکھا تو نے
yeh folder delete mat karna,یہ فولڈر ڈیلیٹ مت کرنا
shared folder mein upload kar do,شیئرڈ فولڈر میں اپ لوڈ کر دو
folder zip karo bhejne ke liye,فولڈر زپ کرو بھیجنے کے لیے
downloads folder check karo,ڈاؤن لوڈز فولڈر چیک کرو
system slow ho gaya hai bahut,سسٹم سلو ہو گیا ہے بہت
system update chal raha hai,سسٹم اپڈیٹ چل رہی ہے
sstam restart karo theek ho jayega,سسٹم ری اسٹارٹ کرو ٹھیک ہو جائے گا
pura system hang ho gaya,پورا سسٹم ہینگ ہو گیا
system mein koi problem hai,سسٹم میں کوئی پرابلم ہے
new system install karna hoga,نیا سسٹم انسٹال کرنا ہوگا
operating sistem kya hai tera,آپریٹنگ سسٹم کیا ہے تیرا
phone format karna padega,فون فارمیٹ کرنا پڑے گا
format karne ke baad sab chala gaya,فارمیٹ کرنے کے بعد سب چلا گیا
farmat se virus bhi chala jaata hai,فارمیٹ سے وائرس بھی چلا جاتا ہے
hard drive format kar do,ہارڈ ڈرائیو فارمیٹ کر دو
format complete ho gaya,فارمیٹ کمپلیٹ ہو گیا
mobile charge pe laga do,موبائل چارج پے لگا دو
mera mobile kho gaya,میرا موبائل کھو گیا
new mobile lena chahta hun,نیا موبائل لینا چاہتا ہوں
mobile ka screen toot gaya,موبائل کی اسکرین ٹوٹ گئی
phone band kar ke so jao,فون بند کر کے سو جاؤ
phone pe kya kar raha hai itni raat ko,فون پے کیا کر رہا ہے اتنی رات کو
fone ki battery bahut jaldi khatam hoti hai,فون کی بیٹری بہت جلدی ختم ہوتی ہے
phone silent pe hai,فون سائلنٹ پے ہے
mobile data khatam ho gaya,موبائل ڈیٹا ختم ہو گیا
phon switch off hai uska,فون سوئچ آف ہے اس کا
phone charge kar lo,فون چارج کر لو
charger kahan rakha hai tera,چارجر کہاں رکھا ہے تیرا
battery 5 percent hai abhi,بیٹری 5 پرسنٹ ہے ابھی
battry drain ho rahi hai bahut jaldi,بیٹری ڈرین ہو رہی ہے بہت جلدی
laptop charge pe laga hai,لیپ ٹاپ چارج پے لگا ہے
charj nahi ho raha kuch problem hai,چارج نہیں ہو رہا کچھ پرابلم ہے
battery backup acha nahi is phone ka,بیٹری بیک اپ اچھا نہیں اس فون کا
batrry khatam hone wali hai,بیٹری ختم ہونے والی ہے
network nahi aa raha yahan,نیٹ ورک نہیں آ رہا یہاں
signal bahut weak hai,سگنل بہت ویک ہے
netwrk problem hai aaj,نیٹ ورک پرابلم ہے آج
network change karo dusra SIM lagao,نیٹ ورک چینج کرو دوسرا سم لگاؤ
5G signal hai ghar pe,5جی سگنل ہے گھر پے
signel aata hai nahi ata raaton ko,سگنل آتا ہے نہیں آتا راتوں کو
network ki wajah se call drop ho gayi,نیٹ ورک کی وجہ سے کال ڈراپ ہو گئی
app install kar lo pehle,ایپ انسٹال کر لو پہلے
install ho rahi hai wait karo,انسٹال ہو رہی ہے ویٹ کرو
instol nahi ho rahi kuch error aa raha hai,انسٹال نہیں ہو رہی کچھ ایرر آ رہا ہے
manually install karna padega,مینوئلی انسٹال کرنا پڑے گا
install ke baad restart karna hoga,انسٹال کے بعد ری اسٹارٹ کرنا ہوگا
software install hai ya nahi check karo,سافٹ ویئر انسٹال ہے یا نہیں چیک کرو
uninstall kar do yeh app kaam ki nahi,اَن انسٹال کر دو یہ ایپ کام کی نہیں
install karne ki permission nahi mil rahi,انسٹال کرنے کی پرمیشن نہیں مل رہی
login nahi ho raha account mein,لاگ ان نہیں ہو رہا اکاؤنٹ میں
password sahi hai phir bhi lgin fail ho raha hai,پاس ورڈ صحیح ہے پھر بھی لاگ ان فیل ہو رہا ہے
log out karo pehle phir dobara karo,لاگ آؤٹ کرو پہلے پھر دوبارہ کرو
login karte waqt OTP aata hai,لاگ ان کرتے وقت او ٹی پی آتا ہے
logout ho gaya tha apne aap,لاگ آؤٹ ہو گیا تھا آپ سے آپ
logeenn session expire ho gaya,لاگ ان سیشن ایکسپائر ہو گیا
dusre device se logout karo,دوسرے ڈیوائس سے لاگ آؤٹ کرو
account block ho gaya mera,اکاؤنٹ بلاک ہو گیا میرا
naya account banana chahta hun,نیا اکاؤنٹ بنانا چاہتا ہوں
acccount verify karo pehle,اکاؤنٹ ویریفائی کرو پہلے
bank account mein paise nahi hain,بینک اکاؤنٹ میں پیسے نہیں ہیں
account delete karna hai,اکاؤنٹ ڈیلیٹ کرنا ہے
fake account hai uska,فیک اکاؤنٹ ہے اس کا
akaunt suspended ho gaya,اکاؤنٹ سسپینڈ ہو گیا
account mein activity suspicious lag rahi hai,اکاؤنٹ میں ایکٹیوٹی سسپیشس لگ رہی ہے
profile update karo apni,پروفائل اپڈیٹ کرو اپنی
profil picture change kar li usne,پروفائل پکچر چینج کر لی اس نے
profile private kar lo,پروفائل پرائیویٹ کر لو
uski profile dekh raha tha,اس کی پروفائل دیکھ رہا تھا
profile mein sahi information raho,پروفائل میں صحیح انفارمیشن رکھو
LinkedIn profile theek karo,لنکڈاِن پروفائل ٹھیک کرو
post kar di maine photo,پوسٹ کر دی میں نے فوٹو
poost delete kar do,پوسٹ ڈیلیٹ کر دو
share karo yeh sab ke sath,شیئر کرو یہ سب کے ساتھ
like aa gayi teri post pe,لائک آ گئی تیری پوسٹ پے
comment karo kuch to,کمنٹ کرو کچھ تو
cumment mat karo unnecessary,کمنٹ مت کرو ان نیسیسری
kitni likes aayi,کتنی لائکس آئیں
share nahi karna tha yeh post,شیئر نہیں کرنا تھا یہ پوسٹ
comment section band kar do,کمنٹ سیکشن بند کر دو
notification band kar do yeh app ki,نوٹیفکیشن بند کر دو یہ ایپ کی
bahut notifications aa rahi hain,بہت نوٹیفکیشنز آ رہی ہیں
notfication aayi thi teri,نوٹیفکیشن آئی تھی تیری
push notification enable karo,پش نوٹیفکیشن اینیبل کرو
notifications check karo,نوٹیفکیشنز چیک کرو
silent mode mein notifications nahi aatein,سائلنٹ موڈ میں نوٹیفکیشنز نہیں آتیں
settings mein jao change karo,سیٹنگز میں جاؤ چینج کرو
privacy settigns check kar lo,پرائیویسی سیٹنگز چیک کر لو
default settings restore kar do,ڈیفالٹ سیٹنگز ریسٹور کر دو
setting change ki kisi ne,سیٹنگ چینج کی کسی نے
settingss reset ho gayi,سیٹنگز ری سیٹ ہو گئی
notification settings off karo,نوٹیفکیشن سیٹنگز آف کرو
camera kharab ho gaya phone ka,کیمرہ خراب ہو گیا فون کا
camra se acha photo aata hai,کیمرہ سے اچھا فوٹو آتا ہے
front camera on karo,فرنٹ کیمرہ آن کرو
camera access dena hoga app ko,کیمرہ ایکسیس دینی ہوگی ایپ کو
kamera blur kar raha hai,کیمرہ بلر کر رہا ہے
camera mode switch karo,کیمرہ موڈ سوئچ کرو
DSLR camera kitne ka hai,ڈی ایس ایل آر کیمرہ کتنے کا ہے
security camera laga do ghar mein,سیکیوریٹی کیمرہ لگا دو گھر میں
link bhejo mujhe,لنک بھیجو مجھے
link kaam nahi kar raha,لنک کام نہیں کر رہا
yeh link pe click karo,یہ لنک پے کلک کرو
link expire ho gaya,لنک ایکسپائر ہو گیا
referral link share karo,ریفرل لنک شیئر کرو
call kar lo abhi warna bhool jaoge,کال کر لو ابھی ورنہ بھول جاؤ گے
call drop ho gayi network ki wajah se,کال ڈراپ ہو گئی نیٹ ورک کی وجہ سے
missed call aayi thi teri,مسڈ کال آئی تھی تیری
video call pe baat karte hain,ویڈیو کال پے بات کرتے ہیں
conference call hai kal,کانفرنس کال ہے کال
screen toot gayi,اسکرین ٹوٹ گئی
screen lock laga do,اسکرین لاک لگا دو
brightness screen ki kam karo,برائٹنس اسکرین کی کم کرو
screen share kar sakte ho,اسکرین شیئر کر سکتے ہو
data save karo wifi pe karo,ڈیٹا بچاؤ وائی فائی پے کرو
personal data share mat karo,پرسنل ڈیٹا شیئر مت کرو
data recovery possible hai,ڈیٹا ریکوری پاسیبل ہے
online order kar liya,آن لائن آرڈر کر لیا
order cancel ho gaya mera,آرڈر کینسل ہو گیا میرا
order deliver ho gaya,آرڈر ڈیلیور ہو گیا
order track karo,آرڈر ٹریک کرو
delivery kal tak aayegi,ڈیلیوری کل تک آئے گی
delivery late ho gayi,ڈیلیوری لیٹ ہو گئی
delivery address sahi diya tha,ڈیلیوری ایڈریس صحیح دیا تھا
meeting kal hai office mein,میٹنگ کل ہے آفس میں
online meeting pe tha subah,آن لائن میٹنگ پے تھا صبح
meeting cancel ho gayi,میٹنگ کینسل ہو گئی
meeting mein late aa gaye,میٹنگ میں لیٹ آ گئے
report ready kar lo,رپورٹ ریڈی کر لو
report mein galti hai,رپورٹ میں غلطی ہے
monthly report bhejni hai,منتھلی رپورٹ بھیجنی ہے
form fill karo pehle,فارم فل کرو پہلے
form submit ho gaya,فارم سبمٹ ہو گیا
online form hai ya physical,آن لائن فارم ہے یا فزیکل
contact save kar lo number,کانٹیکٹ سیو کر لو نمبر
contact list mein nahi hai,کانٹیکٹ لسٹ میں نہیں ہے
contact block kar diya usne,کانٹیکٹ بلاک کر دیا اس نے
customer support se baat karo,کسٹمر سپورٹ سے بات کرو
support nahi mil raha kisi taraf se,سپورٹ نہیں مل رہا کسی طرف سے
status dekha tha tera,اسٹیٹس دیکھا تھا تیرا
status update kiya usne,اسٹیٹس اپڈیٹ کیا اس نے
payment status check karo,پیمنٹ اسٹیٹس چیک کرو
payment ho gayi kya,پیمنٹ ہو گئی کیا
online payment kar do,آن لائن پیمنٹ کر دو
payment fail ho gayi,پیمنٹ فیل ہو گئی
payment pending hai abhi,پیمنٹ پینڈنگ ہے ابھی
location share kar do apni,لوکیشن شیئر کر دو اپنی
location on hai kya tera,لوکیشن آن ہے کیا تیرا
GPS location track kar raha hai,جی پی ایس لوکیشن ٹریک کر رہا ہے
print kar do yeh document,پرنٹ کر دو یہ ڈاکیومنٹ
printer kaam nahi kar raha,پرنٹر کام نہیں کر رہا
print preview dekh lo pehle,پرنٹ پریویو دیکھ لو پہلے
selfie le lo yahan,سیلفی لے لو یہاں
selfie aachi aayi hai,سیلفی اچھی آئی ہے
group selfie lete hain,گروپ سیلفی لیتے ہیں
sim recharge karo abhi,سم ریچارج کرو ابھی
recharge ho gayi sim ki,ریچارج ہو گئی سم کی
monthly recharge kitne ka hai,منتھلی ریچارج کتنے کا ہے
